assembly,reaction,flux,description
SRR9205539.asm1,EX_12ppd__S_e,0.0148986,"(S)-Propane-1,2-diol"
SRR9205539.asm1,EX_2mpa_e,1.0823745187649694,2 methylpropanoic acid
SRR9205539.asm1,EX_4abut_e,0.018,4-Aminobutanoate
SRR9205539.asm1,EX_acgam_e,-0.0073099718178378,N-Acetyl-D-glucosamine
SRR9205539.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205539.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205539.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205539.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9205539.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205539.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205539.asm1,EX_ca2_e,-0.0001902420165592,Calcium
SRR9205539.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205539.asm1,EX_cit_e,-0.0005707625995367,Citrate
SRR9205539.asm1,EX_cl_e,-0.0001902420165592,Chloride
SRR9205539.asm1,EX_co2_e,1.139660246379969,CO2 CO2
SRR9205539.asm1,EX_cobalt2_e,-3.654985908918913e-06,Co2+
SRR9205539.asm1,EX_cu2_e,-2.591385009423509e-05,Copper
SRR9205539.asm1,EX_dad_2_e,-0.0163325238331582,Deoxyadenosine
SRR9205539.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9205539.asm1,EX_dgsn_e,-0.1,Deoxyguanosine
SRR9205539.asm1,EX_fe2_e,-0.0002454323037839,Fe2+ mitochondria
SRR9205539.asm1,EX_fe3_e,-0.0002853812997683,Iron (Fe3+)
SRR9205539.asm1,EX_fol_e,-2.445185573068942e-05,Folate
SRR9205539.asm1,EX_for_e,0.1037921476850734,Formate
SRR9205539.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205539.asm1,EX_gal_e,0.019600545,D-Galactose
SRR9205539.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9205539.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205539.asm1,EX_gln__L_e,-0.0107874606815046,L-Glutamine
SRR9205539.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205539.asm1,EX_gly_e,-0.045,Glycine
SRR9205539.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205539.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205539.asm1,EX_gua_e,0.1,Guanine
SRR9205539.asm1,EX_h2o_e,0.8255545349417532,H2O H2O
SRR9205539.asm1,EX_h2s_e,0.0964768128829567,Hydrogen sulfide
SRR9205539.asm1,EX_h_e,0.5252901554244028,H+
SRR9205539.asm1,EX_his__L_e,-0.015,L-Histidine
SRR9205539.asm1,EX_inost_e,1.1047281164627128e-05,Myo-Inositol
SRR9205539.asm1,EX_k_e,-0.007134276645196,Potassium
SRR9205539.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205539.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205539.asm1,EX_lys__L_e,-0.0125424861949052,L-Lysine
SRR9205539.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205539.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205539.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9205539.asm1,EX_meoh_e,-2.1052718852387908e-05,Methanol
SRR9205539.asm1,EX_met__L_e,-0.0056290072484669,L-Methionine
SRR9205539.asm1,EX_mg2_e,-0.0003170700275987,Magnesium
SRR9205539.asm1,EX_mn2_e,-2.525595263062969e-05,Manganese
SRR9205539.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9205539.asm1,EX_ncam_e,-8.326057900520656e-05,Nicotinamide
SRR9205539.asm1,EX_nh4_e,0.4288006214843181,Ammonium
SRR9205539.asm1,EX_o2_e,-0.001,O2 O2
SRR9205539.asm1,EX_phe__L_e,-0.0067714096441586,L-Phenylalanine
SRR9205539.asm1,EX_pi_e,-0.0430116014765545,Phosphate
SRR9205539.asm1,EX_ppap_e,0.1069700412777194,Propanoyl phosphate
SRR9205539.asm1,EX_pro__L_e,-0.0038906850206701,L-Proline
SRR9205539.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205539.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205539.asm1,EX_so4_e,-0.1,Sulfate
SRR9205539.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205539.asm1,EX_thm_e,-8.150618576889177e-06,Thiamin
SRR9205539.asm1,EX_thr__L_e,-0.0198873631281732,L-Threonine
SRR9205539.asm1,EX_thym_e,0.0990436363870722,Thymine C5H6N2O2
SRR9205539.asm1,EX_thymd_e,-0.1,Thymidine C10H14N2O5
SRR9205539.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205539.asm1,EX_trp__L_e,-0.0020776036402067,L-Tryptophan
SRR9205539.asm1,EX_tyr__L_e,-0.0050400793689628,L-Tyrosine
SRR9205539.asm1,EX_ura_e,0.0888658529755194,Uracil
SRR9205539.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205539.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205539.asm1,EX_zn2_e,-1.246350194941334e-05,Zinc
SRR9205618.asm1,EX_12ppd__S_e,0.0148986,"(S)-Propane-1,2-diol"
SRR9205618.asm1,EX_2mpa_e,1.119389154036829,2 methylpropanoic acid
SRR9205618.asm1,EX_4abut_e,0.018,4-Aminobutanoate
SRR9205618.asm1,EX_acgam_e,-0.0075463584402039,N-Acetyl-D-glucosamine
SRR9205618.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205618.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205618.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205618.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9205618.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205618.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205618.asm1,EX_ca2_e,-0.0001963939784063,Calcium
SRR9205618.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205618.asm1,EX_cit_e,-0.0005892196670111,Citrate
SRR9205618.asm1,EX_cl_e,-0.0001963939784063,Chloride
SRR9205618.asm1,EX_co2_e,1.1843463400475878,CO2 CO2
SRR9205618.asm1,EX_cobalt2_e,-3.7731792201019626e-06,Co2+
SRR9205618.asm1,EX_cu2_e,-2.6751840670522912e-05,Copper
SRR9205618.asm1,EX_dad_2_e,-0.0168606777357797,Deoxyadenosine
SRR9205618.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9205618.asm1,EX_dgsn_e,-0.1,Deoxyguanosine
SRR9205618.asm1,EX_fe2_e,-0.0002533689846298,Fe2+ mitochondria
SRR9205618.asm1,EX_fe3_e,-0.0002946098335055,Iron (Fe3+)
SRR9205618.asm1,EX_fol_e,-2.5242568982480892e-05,Folate
SRR9205618.asm1,EX_for_e,0.092440596410876,Formate
SRR9205618.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205618.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205618.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9205618.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205618.asm1,EX_glcr_e,3.21e-05,D-Glucarate
SRR9205618.asm1,EX_gln__L_e,-0.0116213641330917,L-Glutamine
SRR9205618.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205618.asm1,EX_gly_e,-0.045,Glycine
SRR9205618.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205618.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205618.asm1,EX_gua_e,0.1,Guanine
SRR9205618.asm1,EX_h2o_e,0.8893242996629761,H2O H2O
SRR9205618.asm1,EX_h2s_e,0.0963628816225749,Hydrogen sulfide
SRR9205618.asm1,EX_h_e,0.5528324627172371,H+
SRR9205618.asm1,EX_his__L_e,-0.015,L-Histidine
SRR9205618.asm1,EX_k_e,-0.0073649817150936,Potassium
SRR9205618.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205618.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205618.asm1,EX_lys__L_e,-0.012948079543494,L-Lysine
SRR9205618.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205618.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205618.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9205618.asm1,EX_meoh_e,-2.1733512331506555e-05,Methanol
SRR9205618.asm1,EX_met__L_e,-0.0058110355850868,L-Methionine
SRR9205618.asm1,EX_mg2_e,-0.0003273232973438,Magnesium
SRR9205618.asm1,EX_mn2_e,-2.607266841090456e-05,Manganese
SRR9205618.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9205618.asm1,EX_nh4_e,0.423540232437897,Ammonium
SRR9205618.asm1,EX_o2_e,-0.001,O2 O2
SRR9205618.asm1,EX_phe__L_e,-0.0069903804821219,L-Phenylalanine
SRR9205618.asm1,EX_pi_e,-0.0444601487454772,Phosphate
SRR9205618.asm1,EX_ppap_e,0.1072530925785932,Propanoyl phosphate
SRR9205618.asm1,EX_pro__L_e,-0.0045015636037203,L-Proline
SRR9205618.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205618.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205618.asm1,EX_so4_e,-0.1,Sulfate
SRR9205618.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205618.asm1,EX_thm_e,-8.414189660827377e-06,Thiamin
SRR9205618.asm1,EX_thr__L_e,-0.0205304718452499,L-Threonine
SRR9205618.asm1,EX_thym_e,0.0990127099252681,Thymine C5H6N2O2
SRR9205618.asm1,EX_thymd_e,-0.1,Thymidine C10H14N2O5
SRR9205618.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205618.asm1,EX_trp__L_e,-0.0021447882640825,L-Tryptophan
SRR9205618.asm1,EX_tyr__L_e,-0.0052030632173518,L-Tyrosine
SRR9205618.asm1,EX_ura_e,0.0884840683612878,Uracil
SRR9205618.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205618.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205618.asm1,EX_zn2_e,-1.2866541140547569e-05,Zinc
SRR9205537.asm1,EX_2mpa_e,1.4623980502074432,2 methylpropanoic acid
SRR9205537.asm1,EX_4abut_e,0.0154797018583011,4-Aminobutanoate
SRR9205537.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9205537.asm1,EX_acmana_e,-0.1,N-Acetyl-D-mannosamine
SRR9205537.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205537.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205537.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205537.asm1,EX_arg__L_e,-0.0148915585860648,L-Arginine
SRR9205537.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205537.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205537.asm1,EX_ca2_e,-0.0002620441473754,Calcium
SRR9205537.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205537.asm1,EX_cit_e,-0.0007861827868231,Citrate
SRR9205537.asm1,EX_cl_e,-0.0002620441473754,Chloride
SRR9205537.asm1,EX_co2_e,1.4449390520172525,CO2 CO2
SRR9205537.asm1,EX_cobalt2_e,-5.034469690209639e-06,Co2+
SRR9205537.asm1,EX_cu2_e,-3.569439010358634e-05,Copper
SRR9205537.asm1,EX_dad_2_e,-0.0224743761440656,Deoxyadenosine
SRR9205537.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9205537.asm1,EX_dgsn_e,-0.1,Deoxyguanosine
SRR9205537.asm1,EX_fe2_e,-0.0003380646396975,Fe2+ mitochondria
SRR9205537.asm1,EX_fe3_e,-0.0003930913934115,Iron (Fe3+)
SRR9205537.asm1,EX_fol_e,-3.368060222749998e-05,Folate
SRR9205537.asm1,EX_for_e,0.2548363618288988,Formate
SRR9205537.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205537.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205537.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9205537.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205537.asm1,EX_gln__L_e,-0.018,L-Glutamine
SRR9205537.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205537.asm1,EX_gly_e,-0.045,Glycine
SRR9205537.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205537.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205537.asm1,EX_gua_e,0.1,Guanine
SRR9205537.asm1,EX_h2o_e,0.7919502162587849,H2O H2O
SRR9205537.asm1,EX_h2s_e,0.0951470732868193,Hydrogen sulfide
SRR9205537.asm1,EX_h_e,0.9911345555166544,H+
SRR9205537.asm1,EX_his__L_e,-0.015,L-Histidine
SRR9205537.asm1,EX_ile__L_e,-0.004893355099581,L-Isoleucine
SRR9205537.asm1,EX_k_e,-0.0098269324224109,Potassium
SRR9205537.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205537.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205537.asm1,EX_lys__L_e,-0.015,L-Lysine
SRR9205537.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205537.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205537.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9205537.asm1,EX_meoh_e,-2.8998545415631627e-05,Methanol
SRR9205537.asm1,EX_met__L_e,-0.0077535364251949,L-Methionine
SRR9205537.asm1,EX_mg2_e,-0.0004367402456256,Magnesium
SRR9205537.asm1,EX_mn2_e,-3.47881855593486e-05,Manganese
SRR9205537.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9205537.asm1,EX_ncam_e,0.0998853147804572,Nicotinamide
SRR9205537.asm1,EX_nh4_e,0.5514717856100371,Ammonium
SRR9205537.asm1,EX_nmn_e,-0.1,NMN C11H14N2O8P
SRR9205537.asm1,EX_o2_e,-0.001,O2 O2
SRR9205537.asm1,EX_phe__L_e,-0.0093271102715668,L-Phenylalanine
SRR9205537.asm1,EX_pi_e,0.0413381214163592,Phosphate
SRR9205537.asm1,EX_ppap_e,0.1090173253813585,Propanoyl phosphate
SRR9205537.asm1,EX_pro__L_e,-0.0111289469736929,L-Proline
SRR9205537.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205537.asm1,EX_ribflv_e,-2.2453734818334988e-05,Riboflavin C17H20N4O6
SRR9205537.asm1,EX_rmn_e,-0.01489860000001,L-Rhamnose
SRR9205537.asm1,EX_so4_e,-0.1,Sulfate
SRR9205537.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205537.asm1,EX_thm_e,-1.1226867409167494e-05,Thiamin
SRR9205537.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9205537.asm1,EX_thym_e,0.0986826806608597,Thymine C5H6N2O2
SRR9205537.asm1,EX_thymd_e,-0.1,Thymidine C10H14N2O5
SRR9205537.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205537.asm1,EX_trp__L_e,-0.0028617436060058,L-Tryptophan
SRR9205537.asm1,EX_tyr__L_e,-0.0069423323240114,L-Tyrosine
SRR9205537.asm1,EX_ura_e,0.0846345467819956,Uracil
SRR9205537.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205537.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205537.asm1,EX_zn2_e,-1.71675416436156e-05,Zinc
SRR9205634.asm1,EX_12ppd__S_e,0.0148986,"(S)-Propane-1,2-diol"
SRR9205634.asm1,EX_2mpa_e,1.0823745187649694,2 methylpropanoic acid
SRR9205634.asm1,EX_4abut_e,0.018,4-Aminobutanoate
SRR9205634.asm1,EX_acgam_e,-0.0073099718178378,N-Acetyl-D-glucosamine
SRR9205634.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205634.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205634.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205634.asm1,EX_arg__L_e,-0.015,L-Arginine
SRR9205634.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205634.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205634.asm1,EX_ca2_e,-0.0001902420165592,Calcium
SRR9205634.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205634.asm1,EX_cit_e,-0.0005707625995367,Citrate
SRR9205634.asm1,EX_cl_e,-0.0001902420165592,Chloride
SRR9205634.asm1,EX_co2_e,1.139660246379969,CO2 CO2
SRR9205634.asm1,EX_cobalt2_e,-3.654985908918913e-06,Co2+
SRR9205634.asm1,EX_cu2_e,-2.591385009423509e-05,Copper
SRR9205634.asm1,EX_dad_2_e,-0.0163325238331582,Deoxyadenosine
SRR9205634.asm1,EX_dcyt_e,-0.1,Deoxycytidine
SRR9205634.asm1,EX_dgsn_e,-0.1,Deoxyguanosine
SRR9205634.asm1,EX_fe2_e,-0.0002454323037839,Fe2+ mitochondria
SRR9205634.asm1,EX_fe3_e,-0.0002853812997683,Iron (Fe3+)
SRR9205634.asm1,EX_fol_e,-2.445185573068942e-05,Folate
SRR9205634.asm1,EX_for_e,0.1037921476850734,Formate
SRR9205634.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205634.asm1,EX_gal_e,0.019600545,D-Galactose
SRR9205634.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9205634.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205634.asm1,EX_gln__L_e,-0.0107874606815046,L-Glutamine
SRR9205634.asm1,EX_glu__L_e,-0.018,L-Glutamate
SRR9205634.asm1,EX_gly_e,-0.045,Glycine
SRR9205634.asm1,EX_glyc3p_e,-0.1,Glycerol 3-phosphate
SRR9205634.asm1,EX_glyc_e,-0.1799655,Glycerol
SRR9205634.asm1,EX_gua_e,0.1,Guanine
SRR9205634.asm1,EX_h2o_e,0.8255545349417532,H2O H2O
SRR9205634.asm1,EX_h2s_e,0.0964768128829567,Hydrogen sulfide
SRR9205634.asm1,EX_h_e,0.5252901554244028,H+
SRR9205634.asm1,EX_his__L_e,-0.015,L-Histidine
SRR9205634.asm1,EX_inost_e,1.1047281164627128e-05,Myo-Inositol
SRR9205634.asm1,EX_k_e,-0.007134276645196,Potassium
SRR9205634.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205634.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205634.asm1,EX_lys__L_e,-0.0125424861949052,L-Lysine
SRR9205634.asm1,EX_malt_e,-0.0074493,Maltose C12H22O11
SRR9205634.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205634.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9205634.asm1,EX_meoh_e,-2.1052718852387908e-05,Methanol
SRR9205634.asm1,EX_met__L_e,-0.0056290072484669,L-Methionine
SRR9205634.asm1,EX_mg2_e,-0.0003170700275987,Magnesium
SRR9205634.asm1,EX_mn2_e,-2.525595263062969e-05,Manganese
SRR9205634.asm1,EX_mnl_e,-0.0148986,D-Mannitol
SRR9205634.asm1,EX_ncam_e,-8.326057900520656e-05,Nicotinamide
SRR9205634.asm1,EX_nh4_e,0.4288006214843181,Ammonium
SRR9205634.asm1,EX_o2_e,-0.001,O2 O2
SRR9205634.asm1,EX_phe__L_e,-0.0067714096441586,L-Phenylalanine
SRR9205634.asm1,EX_pi_e,-0.0430116014765545,Phosphate
SRR9205634.asm1,EX_ppap_e,0.1069700412777194,Propanoyl phosphate
SRR9205634.asm1,EX_pro__L_e,-0.0038906850206701,L-Proline
SRR9205634.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205634.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205634.asm1,EX_so4_e,-0.1,Sulfate
SRR9205634.asm1,EX_sucr_e,-0.0074493,Sucrose C12H22O11
SRR9205634.asm1,EX_thm_e,-8.150618576889177e-06,Thiamin
SRR9205634.asm1,EX_thr__L_e,-0.0198873631281732,L-Threonine
SRR9205634.asm1,EX_thym_e,0.0990436363870722,Thymine C5H6N2O2
SRR9205634.asm1,EX_thymd_e,-0.1,Thymidine C10H14N2O5
SRR9205634.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205634.asm1,EX_trp__L_e,-0.0020776036402067,L-Tryptophan
SRR9205634.asm1,EX_tyr__L_e,-0.0050400793689628,L-Tyrosine
SRR9205634.asm1,EX_ura_e,0.0888658529755194,Uracil
SRR9205634.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205634.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205634.asm1,EX_zn2_e,-1.246350194941334e-05,Zinc
SRR9205633.asm1,EX_2mpa_e,1.0651121443245253,2 methylpropanoic acid
SRR9205633.asm1,EX_3mba_e,0.0022013813525575,3 methylbutanoic acid
SRR9205633.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9205633.asm1,EX_ade_e,-0.0058036392475023,Adenine
SRR9205633.asm1,EX_ala__D_e,-0.1,D-Alanine
SRR9205633.asm1,EX_ala__L_e,-0.1,L-Alanine
SRR9205633.asm1,EX_arab__L_e,-0.0178783,L-Arabinose
SRR9205633.asm1,EX_arg__L_e,-0.0084028158039386,L-Arginine
SRR9205633.asm1,EX_asn__L_e,-0.0225,L-Asparagine
SRR9205633.asm1,EX_asp__L_e,-0.0225,L-Aspartate
SRR9205633.asm1,EX_bz_e,0.0019955948619472,Benzoate
SRR9205633.asm1,EX_ca2_e,-0.0001478628774933,Calcium
SRR9205633.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205633.asm1,EX_chor_e,-0.0111787459938136,Chorismate
SRR9205633.asm1,EX_cl_e,-0.0001478628774933,Chloride
SRR9205633.asm1,EX_co2_e,1.0959640809369084,CO2 CO2
SRR9205633.asm1,EX_cobalt2_e,-2.840785350495848e-06,Co2+
SRR9205633.asm1,EX_cu2_e,-2.014116813501556e-05,Copper
SRR9205633.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9205633.asm1,EX_fe2_e,-0.0001907587362857,Fe2+ mitochondria
SRR9205633.asm1,EX_fe3_e,-0.0002218085201667,Iron (Fe3+)
SRR9205633.asm1,EX_fol_e,-1.9004853994822324e-05,Folate
SRR9205633.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205633.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9205633.asm1,EX_fum_e,-0.1,Fumarate
SRR9205633.asm1,EX_gal_e,-0.0148986,D-Galactose
SRR9205633.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205633.asm1,EX_gln__L_e,-0.0074821456796964,L-Glutamine
SRR9205633.asm1,EX_gly_e,-0.045,Glycine
SRR9205633.asm1,EX_gua_e,-0.006877910635646,Guanine
SRR9205633.asm1,EX_h2o_e,0.3774682666239408,H2O H2O
SRR9205633.asm1,EX_h2s_e,0.097261653369243,Hydrogen sulfide
SRR9205633.asm1,EX_h_e,0.2649204875447154,H+
SRR9205633.asm1,EX_his__L_e,-0.0150000000001796,L-Histidine
SRR9205633.asm1,EX_ibtol_e,0.007042832382296,Isobutanol
SRR9205633.asm1,EX_indole_e,-0.0016147876167823,Indole
SRR9205633.asm1,EX_k_e,-0.0055450141491933,Potassium
SRR9205633.asm1,EX_lcts_e,-0.0074493,Lactose C12H22O11
SRR9205633.asm1,EX_leu__L_e,-0.015,L-Leucine
SRR9205633.asm1,EX_lys__L_e,-0.009748467416615,L-Lysine
SRR9205633.asm1,EX_man_e,-0.0148986,D-Mannose
SRR9205633.asm1,EX_melib_e,-0.0074493,Melibiose C12H22O11
SRR9205633.asm1,EX_meoh_e,-1.6362923618840064e-05,Methanol
SRR9205633.asm1,EX_met__L_e,-0.0043750651104451,L-Methionine
SRR9205633.asm1,EX_mg2_e,-0.0002464381291555,Magnesium
SRR9205633.asm1,EX_mn2_e,-1.96298267719254e-05,Manganese
SRR9205633.asm1,EX_nh4_e,0.4576968500035998,Ammonium
SRR9205633.asm1,EX_no2_e,-0.1,Nitrite
SRR9205633.asm1,EX_o2_e,-0.001,O2 O2
SRR9205633.asm1,EX_ocdcea_e,-0.0681445,Octadecenoate (n-C18:1)
SRR9205633.asm1,EX_pi_e,-0.028012785486264,Phosphate
SRR9205633.asm1,EX_pro__L_e,-0.0062796980565385,L-Proline
SRR9205633.asm1,EX_raffin_e,-0.004701945,Raffinose C18H32O16
SRR9205633.asm1,EX_rib__D_e,-0.0178783,D-Ribose
SRR9205633.asm1,EX_ribflv_e,-1.266990266322706e-05,Riboflavin C17H20N4O6
SRR9205633.asm1,EX_rmn_e,-0.0148986,L-Rhamnose
SRR9205633.asm1,EX_so4_e,-0.1,Sulfate
SRR9205633.asm1,EX_succ_e,0.1,Succinate
SRR9205633.asm1,EX_thm_e,-6.334951331607441e-06,Thiamin
SRR9205633.asm1,EX_thr__L_e,-0.0225,L-Threonine
SRR9205633.asm1,EX_tre_e,-0.074493,Trehalose
SRR9205633.asm1,EX_ura_e,-0.0094135388237915,Uracil
SRR9205633.asm1,EX_val__L_e,-0.018,L-Valine
SRR9205633.asm1,EX_xyl__D_e,-0.0178783,D-Xylose
SRR9205633.asm1,EX_xylan4_e,-3.21e-05,"Xylan (4 backbone units, 1 glcur side chain)"
SRR9205633.asm1,EX_zn2_e,-9.68707804519084e-06,Zinc
SRR9205580.asm1,EX_acald_e,0.9752058935128284,Acetaldehyde
SRR9205580.asm1,EX_acgam_e,-0.1,N-Acetyl-D-glucosamine
SRR9205580.asm1,EX_acmana_e,-0.1,N-Acetyl-D-mannosamine
SRR9205580.asm1,EX_arg__L_e,-0.0050743360919909,L-Arginine
SRR9205580.asm1,EX_asn__L_e,-0.0041353183542992,L-Asparagine
SRR9205580.asm1,EX_ca2_e,-8.929220316578255e-05,Calcium
SRR9205580.asm1,EX_cellb_e,-0.074493,Cellobiose
SRR9205580.asm1,EX_cl_e,-8.929220316578255e-05,Chloride
SRR9205580.asm1,EX_co2_e,1.7638866380816478,CO2 CO2
SRR9205580.asm1,EX_cobalt2_e,-1.7155082260476957e-06,Co2+
SRR9205580.asm1,EX_cu2_e,-1.216295332267816e-05,Copper
SRR9205580.asm1,EX_drib_e,-0.0178783,Deoxyribose C5H10O4
SRR9205580.asm1,EX_fe2_e,-0.0001151963773791,Fe2+ mitochondria
SRR9205580.asm1,EX_fe3_e,-0.0001339468822898,Iron (Fe3+)
SRR9205580.asm1,EX_fol_e,-1.1476750032259238e-05,Folate
SRR9205580.asm1,EX_fru_e,-0.0148986,D-Fructose
SRR9205580.asm1,EX_fuc__L_e,-0.0148986,L-Fucose
SRR9205580.asm1,EX_fum_e,-0.0051220786859217,Fumarate
SRR9205580.asm1,EX_gal_e,0.019600545,D-Galactose
SRR9205580.asm1,EX_gam_e,-0.1,D-Glucosamine
SRR9205580.asm1,EX_glc__D_e,-0.0148986,D-Glucose
SRR9205580.asm1,EX_gln__L_e,-0.0115239951288046,L-Glutamine
SRR9205580.asm1,EX_gly_e,-0.0288844408790218,Glycine
SRR9205580.asm1,EX_gua_e,-0.0041534684313308,Guanine
SRR9205580.asm1,EX_h2_e,2.0099738940666505,Hydrogen
SRR9205580.asm1,EX_h2o_e,-0.881193966848202,H2O H2O
